name,hex
verde,#61d859
azul,#2484ec
roxo,#953fc8
rosa,#f147ab
marrom,#835434
lilás,#b977d7
laranja,#f9841c
vermelho,#f12a34
amarelo,#f5e421
verde claro,#77f272
azul escuro,#2645d0
cinza,#8c8e88
vinho,#85263d
verde escuro,#387d3c
azul marinho,#1564b6
bege,#dbc588
azul claro,#3bc0f9
verde água,#37edb5
magenta,#de33a9
verde musgo,#5e8b4b
preto,#2c222d
violeta,#af3fd5
ciano,#33ebe0
verde limão,#9bf623
rosa choque,#f725ae
azul bebê,#79d1ef
