name,hex
zielony,#62dd58
niebieski,#188aee
fioletowy,#a23cd2
różowy,#f544af
czerwony,#f02136
brązowy,#935c3b
pomarańczowy,#fb851e
granatowy,#2438b1
żółty,#f3e427
szary,#828d8f
ciemnozielony,#2d6737
czarny,#281b1e
turkusowy,#24ead6
jasnozielony,#93f554
seledynowy,#6ef092
bordowy,#973039
