name,hex
vihreä,#56e054
sininen,#1471ee
violetti,#b131d8
liila,#b64bca
pinkki,#f634a2
ruskea,#896238
oranssi,#fa8716
vaaleanvihreä,#84f067
tummansininen,#1b38c6
vaaleansininen,#44d3f1
punainen,#f11d33
turkoosi,#0fead2
